clientnum,customer_age,dependent_count,gender,income_category,months_on_book,total_relationship_count,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_open_to_buy,total_trans_ct,avg_utilization_ratio,status,card_category,education_level,marital_status
787291308,42,5,F,Less than $40K,36,5,2,4228.0,1709,4389,2519.0,79,0.404,Existing Customer,Blue,Graduate,Married
710644158,45,3,M,$80K - $120K,28,5,3,31743.0,1332,4293,30411.0,73,0.042,Existing Customer,Blue,Graduate,Unknown
717095733,48,4,F,Less than $40K,29,6,3,3212.0,2517,4284,695.0,69,0.784,Existing Customer,Blue,Unknown,Unknown
813338733,47,3,F,Unknown,42,3,2,5884.0,1382,4477,4502.0,82,0.235,Existing Customer,Blue,Unknown,Single
787536933,44,3,F,Less than $40K,33,6,2,1724.0,0,4768,1724.0,80,0.0,Existing Customer,Blue,Unknown,Single
809809008,47,5,F,Less than $40K,42,5,1,3111.0,1541,4570,1570.0,68,0.495,Existing Customer,Blue,Graduate,Married
719446833,58,1,F,Less than $40K,46,4,1,2799.0,1532,4214,1267.0,83,0.547,Existing Customer,Blue,High School,Married
720570333,48,3,F,Less than $40K,36,5,3,1912.0,1163,4786,749.0,81,0.608,Existing Customer,Blue,College,Married
815308683,46,3,M,$80K - $120K,41,4,3,18927.0,887,3101,18040.0,54,0.047,Existing Customer,Blue,College,Married
717775608,51,2,M,$80K - $120K,43,4,2,4830.0,1970,4850,2860.0,80,0.408,Existing Customer,Blue,Post-Graduate,Unknown
710656683,50,3,F,Less than $40K,36,4,3,1986.0,1614,4442,372.0,64,0.813,Existing Customer,Blue,High School,Single
768390708,47,2,M,$80K - $120K,41,6,1,2877.0,1136,4006,1741.0,68,0.395,Existing Customer,Blue,Unknown,Single
713263758,53,1,F,Less than $40K,45,3,2,2312.0,1997,5085,315.0,78,0.864,Existing Customer,Blue,College,Single
754564308,46,3,F,$40K - $60K,39,3,3,2644.0,2126,3601,518.0,66,0.804,Existing Customer,Blue,Graduate,Married
827890758,39,1,F,Less than $40K,35,5,3,2062.0,1302,3785,760.0,63,0.631,Existing Customer,Blue,Uneducated,Single
779945508,50,1,F,Less than $40K,35,5,2,3510.0,1881,3808,1629.0,81,0.536,Existing Customer,Blue,Graduate,Married
720807183,55,2,M,$80K - $120K,36,3,2,15026.0,916,3281,14110.0,63,0.061,Existing Customer,Blue,Graduate,Single
715844733,45,5,M,$60K - $80K,36,6,3,2174.0,877,4596,1297.0,71,0.403,Existing Customer,Blue,High School,Married
712332183,42,3,M,$80K - $120K,36,6,1,29535.0,895,3934,28640.0,74,0.03,Existing Customer,Blue,College,Single
790123983,50,2,F,Less than $40K,43,4,2,2974.0,2090,4297,884.0,88,0.703,Existing Customer,Blue,High School,Single
716860233,51,3,F,Less than $40K,39,3,3,8148.0,701,4124,7447.0,87,0.086,Existing Customer,Blue,Uneducated,Married
714678408,48,4,F,Less than $40K,31,6,6,2646.0,1983,4727,663.0,83,0.749,Existing Customer,Blue,Post-Graduate,Married
713645883,37,1,F,Less than $40K,23,6,3,1879.0,1486,5202,393.0,88,0.791,Existing Customer,Blue,High School,Single
718622658,45,4,M,$80K - $120K,34,3,2,15913.0,1696,4472,14217.0,86,0.107,Existing Customer,Blue,High School,Single
710641008,44,2,F,Less than $40K,36,5,3,8685.0,0,2473,8685.0,56,0.0,Existing Customer,Blue,High School,Single
718547358,60,2,F,$40K - $60K,52,4,3,2676.0,1740,3863,936.0,69,0.65,Existing Customer,Blue,Uneducated,Unknown
716177583,58,1,F,Less than $40K,36,6,2,1438.3,0,4722,1438.3,89,0.0,Existing Customer,Blue,Post-Graduate,Single
713417433,42,2,M,$40K - $60K,28,3,1,1711.0,0,4496,1711.0,77,0.0,Existing Customer,Blue,Graduate,Single
713043183,61,0,M,$40K - $60K,48,3,2,2572.0,1969,4313,603.0,84,0.766,Existing Customer,Blue,High School,Single
718501983,44,2,M,$60K - $80K,36,5,6,5950.0,1117,4682,4833.0,89,0.188,Existing Customer,Blue,Graduate,Married
771790083,43,3,F,Less than $40K,32,4,3,10466.0,2080,4116,8386.0,64,0.199,Existing Customer,Silver,Unknown,Married
712817808,39,2,M,$60K - $80K,23,5,2,4761.0,1561,2045,3200.0,53,0.328,Existing Customer,Blue,Graduate,Married
811697958,50,4,F,Less than $40K,45,4,1,1488.0,755,4451,733.0,65,0.507,Existing Customer,Blue,Unknown,Married
817089408,44,2,M,$60K - $80K,27,3,1,19114.0,1754,4413,17360.0,69,0.092,Existing Customer,Blue,College,Married
803406558,30,1,F,Unknown,24,3,5,7536.0,1272,4189,6264.0,86,0.169,Existing Customer,Blue,Uneducated,Single
717297708,47,1,F,Unknown,37,6,3,2441.0,1672,4439,769.0,74,0.685,Existing Customer,Blue,Graduate,Single
808756458,47,3,M,$80K - $120K,42,6,3,13189.0,1205,3821,11984.0,83,0.091,Existing Customer,Blue,Graduate,Married
780638958,42,2,F,$40K - $60K,31,6,2,2468.0,1850,4483,618.0,77,0.75,Existing Customer,Blue,Graduate,Divorced
721026033,57,1,F,Less than $40K,44,4,3,2564.0,1258,2673,1306.0,43,0.491,Existing Customer,Blue,Unknown,Single
812493033,44,3,F,$40K - $60K,37,4,1,3410.0,1110,5102,2300.0,63,0.326,Existing Customer,Blue,High School,Single
718256658,45,3,F,Less than $40K,38,6,5,2728.0,0,4554,2728.0,75,0.0,Existing Customer,Blue,Uneducated,Married
711421233,51,3,M,$60K - $80K,43,5,3,7119.0,1513,4969,5606.0,84,0.213,Existing Customer,Blue,High School,Single
710335983,57,0,F,Less than $40K,36,5,1,3532.0,869,4297,2663.0,64,0.246,Existing Customer,Blue,High School,Divorced
720108783,60,1,F,Unknown,50,6,3,7459.0,1717,4328,5742.0,68,0.23,Existing Customer,Blue,Uneducated,Single
818259558,64,0,F,Less than $40K,56,4,2,2294.0,1582,3951,712.0,79,0.69,Existing Customer,Blue,Graduate,Single
708511983,37,3,M,$80K - $120K,18,5,3,1663.0,0,3950,1663.0,82,0.0,Existing Customer,Blue,Graduate,Married
708838908,49,3,F,$40K - $60K,42,4,3,5129.0,1654,3192,3475.0,61,0.322,Existing Customer,Blue,Unknown,Single
793015083,46,4,F,Unknown,40,5,3,2586.0,1270,4481,1316.0,77,0.491,Existing Customer,Blue,Graduate,Married
821336133,50,2,F,Less than $40K,46,5,3,8708.0,996,3927,7712.0,60,0.114,Existing Customer,Blue,High School,Single
713905608,56,3,F,Less than $40K,50,5,2,8869.0,0,3270,8869.0,63,0.0,Existing Customer,Blue,Unknown,Single
779164608,45,3,F,Less than $40K,34,6,2,2641.0,1336,4224,1305.0,77,0.506,Existing Customer,Blue,Graduate,Married
714835833,43,4,M,$80K - $120K,36,3,3,34516.0,1048,4192,33468.0,73,0.03,Existing Customer,Blue,High School,Divorced
823863033,52,2,M,$80K - $120K,48,6,6,34516.0,1473,4254,33043.0,73,0.043,Existing Customer,Silver,Unknown,Married
713321508,47,3,F,Less than $40K,36,3,1,1965.0,1175,4579,790.0,87,0.598,Existing Customer,Blue,Unknown,Single
708992733,50,0,F,Less than $40K,36,4,3,1513.0,0,4759,1513.0,98,0.0,Existing Customer,Blue,High School,Married
716094333,49,1,M,$80K - $120K,42,6,2,17764.0,1459,2750,16305.0,57,0.082,Existing Customer,Blue,Graduate,Single
778567983,50,2,F,$40K - $60K,43,4,1,1438.3,0,4512,1438.3,77,0.0,Existing Customer,Blue,Graduate,Single
712178883,49,2,F,$40K - $60K,36,3,2,6371.0,1946,3592,4425.0,79,0.305,Existing Customer,Blue,College,Single
717490008,43,4,M,$80K - $120K,36,5,1,19188.0,1622,4282,17566.0,52,0.085,Existing Customer,Blue,Graduate,Divorced
718282983,60,0,M,Less than $40K,47,6,3,3076.0,2257,4522,819.0,75,0.734,Existing Customer,Blue,College,Unknown
747208083,49,4,M,$40K - $60K,42,3,3,2822.0,1501,4344,1321.0,68,0.532,Existing Customer,Blue,Graduate,Single
719960133,42,3,M,$80K - $120K,26,3,2,34516.0,904,3910,33612.0,68,0.026,Existing Customer,Silver,College,Single
711062958,43,3,M,$120K +,23,5,2,4121.0,2084,3462,2037.0,49,0.506,Existing Customer,Blue,Graduate,Single
714917583,42,2,F,Less than $40K,36,6,1,10074.0,1079,3338,8995.0,65,0.107,Existing Customer,Silver,Doctorate,Unknown
767256933,43,5,M,$60K - $80K,36,6,2,2621.0,598,4852,2023.0,85,0.228,Existing Customer,Blue,Uneducated,Married
712568358,47,1,M,$60K - $80K,29,3,2,3394.0,0,3115,3394.0,69,0.0,Existing Customer,Blue,High School,Married
789182358,56,1,M,$80K - $120K,45,3,1,17628.0,1414,3991,16214.0,76,0.08,Existing Customer,Blue,Uneducated,Single
716989683,56,2,M,$80K - $120K,48,4,3,4480.0,2465,3331,2015.0,74,0.55,Existing Customer,Blue,Doctorate,Single
827968383,43,3,F,Less than $40K,39,5,3,3370.0,2284,4084,1086.0,70,0.678,Existing Customer,Blue,High School,Unknown
788966958,47,1,F,Unknown,34,3,2,3112.0,2023,4613,1089.0,86,0.65,Existing Customer,Blue,Graduate,Married
756458508,44,3,M,$60K - $80K,37,5,2,1682.0,930,3309,752.0,67,0.553,Existing Customer,Blue,Graduate,Single
714643983,42,1,F,Less than $40K,36,5,3,2758.0,2017,4119,741.0,73,0.731,Existing Customer,Blue,High School,Married
711606558,49,1,F,Less than $40K,39,5,2,1909.0,866,4697,1043.0,83,0.454,Existing Customer,Blue,High School,Married
824155458,48,2,M,$80K - $120K,44,5,1,11332.0,1647,4674,9685.0,72,0.145,Existing Customer,Blue,High School,Married
710445183,44,5,M,$120K +,31,5,1,7567.0,2496,4076,5071.0,60,0.33,Existing Customer,Blue,Doctorate,Single
813971283,43,4,M,$80K - $120K,38,5,1,2510.0,1508,3623,1002.0,63,0.601,Existing Customer,Blue,Unknown,Married
764211033,50,3,F,Less than $40K,43,6,2,3199.0,2517,4483,682.0,87,0.787,Existing Customer,Blue,Uneducated,Unknown
721424583,35,1,F,Less than $40K,26,4,2,1918.0,900,4237,1018.0,76,0.469,Existing Customer,Blue,High School,Married
794217108,43,2,M,$120K +,37,6,3,14315.0,1348,3694,12967.0,67,0.094,Existing Customer,Blue,College,Single
715339758,64,1,F,Unknown,36,3,3,18038.0,1184,4168,16854.0,64,0.066,Existing Customer,Blue,High School,Divorced
709610283,42,4,F,Less than $40K,34,3,2,1853.0,0,4544,1853.0,72,0.0,Existing Customer,Blue,Graduate,Single
714575208,49,5,M,$40K - $60K,43,3,1,4951.0,2002,4192,2949.0,62,0.404,Existing Customer,Blue,Doctorate,Single
716758908,46,3,M,$120K +,27,4,2,34516.0,2213,4492,32303.0,71,0.064,Existing Customer,Blue,Uneducated,Single
789466008,47,5,M,$60K - $80K,38,5,3,24033.0,612,3578,23421.0,75,0.025,Existing Customer,Blue,Graduate,Married
716635758,38,2,F,$40K - $60K,29,5,3,3276.0,2331,4345,945.0,68,0.712,Existing Customer,Blue,Unknown,Single
771819258,52,1,M,$120K +,40,4,1,3614.0,0,4561,3614.0,82,0.0,Existing Customer,Blue,Unknown,Married
713451408,47,4,M,$60K - $80K,36,6,1,1943.0,1654,3392,289.0,70,0.851,Existing Customer,Blue,High School,Divorced
711675108,43,3,F,Less than $40K,30,3,3,4075.0,2189,3956,1886.0,71,0.537,Existing Customer,Blue,Graduate,Single
792864858,47,4,M,Less than $40K,37,6,3,5726.0,834,2311,4892.0,58,0.146,Existing Customer,Blue,Unknown,Unknown
713009208,54,3,F,Less than $40K,44,3,2,2077.0,1634,4292,443.0,66,0.787,Existing Customer,Blue,Graduate,Single
772231233,41,2,F,Less than $40K,30,6,2,2157.0,721,4250,1436.0,85,0.334,Existing Customer,Blue,Graduate,Married
720510333,40,3,F,$40K - $60K,20,6,2,2037.0,1349,4574,688.0,84,0.662,Existing Customer,Blue,College,Unknown
780199233,33,2,M,$120K +,23,5,1,14914.0,1102,4478,13812.0,87,0.074,Existing Customer,Blue,Doctorate,Single
711700158,47,2,F,Less than $40K,39,5,3,1580.0,620,4384,960.0,70,0.392,Existing Customer,Blue,High School,Single
788275083,46,3,M,$60K - $80K,38,5,3,15483.0,1719,4678,13764.0,80,0.111,Existing Customer,Blue,College,Married
711406758,48,3,F,Less than $40K,36,3,2,1667.0,0,4385,1667.0,80,0.0,Existing Customer,Blue,Graduate,Married
821424483,51,1,F,Less than $40K,47,4,3,1438.3,0,4242,1438.3,70,0.0,Existing Customer,Blue,High School,Single
822068583,48,4,F,Unknown,44,4,3,2231.0,0,3946,2231.0,48,0.0,Existing Customer,Blue,Uneducated,Single
711371208,50,4,F,Unknown,36,4,2,6465.0,1863,4490,4602.0,68,0.288,Existing Customer,Blue,College,Married
788832033,35,2,M,$40K - $60K,19,4,3,8599.0,938,3015,7661.0,64,0.109,Existing Customer,Blue,High School,Unknown
713452533,35,4,F,Less than $40K,22,6,3,1438.3,0,3427,1438.3,64,0.0,Existing Customer,Blue,Graduate,Single
720212508,51,1,F,Less than $40K,37,4,3,4402.0,697,3325,3705.0,76,0.158,Existing Customer,Blue,Graduate,Single
717825033,50,0,M,$60K - $80K,36,3,3,5444.0,2499,4509,2945.0,80,0.459,Existing Customer,Blue,Unknown,Divorced
779926608,50,2,F,Less than $40K,36,6,2,1438.3,0,4697,1438.3,82,0.0,Existing Customer,Blue,High School,Married
710125608,45,5,F,Less than $40K,36,4,2,2679.0,1558,4756,1121.0,73,0.582,Existing Customer,Blue,Unknown,Single
712724733,31,0,F,Less than $40K,19,6,3,2766.0,1731,3959,1035.0,71,0.626,Existing Customer,Blue,Post-Graduate,Single
718286658,42,3,M,$60K - $80K,22,5,3,25293.0,1140,4059,24153.0,80,0.045,Existing Customer,Silver,Graduate,Single
714195108,45,2,F,Unknown,37,3,3,2707.0,1796,4077,911.0,70,0.663,Existing Customer,Blue,Post-Graduate,Single
752573508,45,3,F,$40K - $60K,26,3,2,4034.0,1867,3718,2167.0,72,0.463,Existing Customer,Blue,High School,Single
768661758,53,0,M,$120K +,47,5,2,26129.0,1752,4919,24377.0,75,0.067,Existing Customer,Blue,Uneducated,Divorced
716093133,38,2,F,$40K - $60K,31,5,2,12228.0,2137,3831,10091.0,68,0.175,Existing Customer,Blue,Uneducated,Single
771092433,55,2,F,Less than $40K,42,4,3,1724.0,0,4434,1724.0,67,0.0,Existing Customer,Blue,Graduate,Single
721514883,38,1,M,$80K - $120K,25,5,0,16665.0,1147,4657,15518.0,78,0.069,Existing Customer,Blue,Graduate,Single
712971708,43,5,F,Less than $40K,26,6,0,3139.0,1089,4648,2050.0,80,0.347,Existing Customer,Blue,Unknown,Single
716471508,54,2,M,$120K +,36,5,1,19865.0,0,4350,19865.0,83,0.0,Existing Customer,Blue,Unknown,Single
782548758,42,5,F,Less than $40K,36,5,2,2069.0,1288,5668,781.0,82,0.623,Existing Customer,Blue,High School,Divorced
717389433,62,0,F,Unknown,51,3,1,33371.0,0,3638,33371.0,67,0.0,Existing Customer,Silver,High School,Single
714292533,48,3,F,Less than $40K,36,4,1,2544.0,0,3593,2544.0,64,0.0,Existing Customer,Blue,College,Married
709585758,41,4,M,$120K +,28,5,1,34516.0,0,4004,34516.0,86,0.0,Existing Customer,Blue,High School,Single
712096758,49,2,F,$40K - $60K,36,6,3,5370.0,653,4504,4717.0,81,0.122,Existing Customer,Blue,Graduate,Unknown
811463283,54,0,M,$80K - $120K,42,3,1,22437.0,1389,3283,21048.0,50,0.062,Existing Customer,Blue,Graduate,Single
718146258,51,2,M,$60K - $80K,41,4,3,1959.0,0,3737,1959.0,71,0.0,Existing Customer,Blue,Graduate,Divorced
710779083,59,0,F,Less than $40K,48,3,3,1661.0,0,4338,1661.0,77,0.0,Existing Customer,Blue,Graduate,Married
709166883,39,3,F,Unknown,27,6,2,5363.0,0,4121,5363.0,78,0.0,Existing Customer,Blue,Uneducated,Single
712554183,65,2,F,$40K - $60K,54,4,3,3009.0,721,4070,2288.0,71,0.24,Existing Customer,Blue,College,Single
721315233,47,4,M,$40K - $60K,32,3,3,18535.0,1192,3780,17343.0,70,0.064,Existing Customer,Silver,High School,Single
714766383,42,3,M,Less than $40K,24,4,3,2171.0,1415,4992,756.0,77,0.652,Existing Customer,Blue,High School,Single
714157908,57,0,F,Less than $40K,42,5,1,2376.0,1515,3795,861.0,71,0.638,Existing Customer,Blue,Unknown,Married
714588408,51,3,F,Less than $40K,43,4,3,2882.0,0,4446,2882.0,68,0.0,Existing Customer,Blue,Uneducated,Married
719627133,50,1,F,Less than $40K,37,4,3,3277.0,2481,3965,796.0,59,0.757,Existing Customer,Blue,Graduate,Single
714125883,47,2,M,$80K - $120K,36,6,2,2514.0,1845,3696,669.0,71,0.734,Existing Customer,Blue,Unknown,Married
712865583,57,5,F,$40K - $60K,49,4,2,3301.0,2517,3939,784.0,69,0.762,Existing Customer,Blue,Graduate,Married
779363283,48,3,M,$60K - $80K,34,4,3,12391.0,784,4376,11607.0,86,0.063,Existing Customer,Blue,Post-Graduate,Single
779224758,47,2,F,Less than $40K,37,4,3,2168.0,1485,3828,683.0,86,0.685,Existing Customer,Blue,Doctorate,Single
718775808,42,3,F,Unknown,31,3,1,7762.0,1319,5153,6443.0,77,0.17,Existing Customer,Blue,Unknown,Married
710267583,45,3,F,Unknown,33,6,3,12587.0,815,3914,11772.0,83,0.065,Existing Customer,Blue,Doctorate,Divorced
711305208,52,2,M,$60K - $80K,36,6,3,14785.0,1088,4354,13697.0,70,0.074,Existing Customer,Blue,Unknown,Married
717531483,37,2,M,$60K - $80K,21,5,2,3433.0,964,4444,2469.0,87,0.281,Existing Customer,Blue,High School,Single
711326583,62,0,F,Less than $40K,50,3,3,3989.0,0,4274,3989.0,68,0.0,Existing Customer,Blue,High School,Single
712814658,50,0,F,Less than $40K,43,4,1,2393.0,1499,4755,894.0,82,0.626,Existing Customer,Blue,Graduate,Married
710453283,40,3,F,Less than $40K,27,5,4,2035.0,0,4107,2035.0,82,0.0,Existing Customer,Blue,Uneducated,Single
795266208,39,3,M,$120K +,30,4,2,8842.0,0,4493,8842.0,79,0.0,Existing Customer,Blue,College,Single
779090883,42,2,F,Less than $40K,23,6,3,2483.0,1297,3478,1186.0,64,0.522,Existing Customer,Blue,Unknown,Unknown
712309758,65,0,M,$40K - $60K,49,3,2,13921.0,1201,4351,12720.0,75,0.086,Existing Customer,Blue,Graduate,Single
790112133,47,2,F,$40K - $60K,40,5,3,2623.0,1647,4388,976.0,83,0.628,Existing Customer,Blue,Post-Graduate,Single
797238108,49,4,F,Less than $40K,43,5,1,3232.0,824,3915,2408.0,74,0.255,Existing Customer,Blue,Unknown,Divorced
715588008,45,4,M,$80K - $120K,31,4,3,31978.0,1659,2333,30319.0,51,0.052,Existing Customer,Blue,College,Married
713977308,62,1,M,$120K +,53,4,3,34516.0,2061,3820,32455.0,76,0.06,Existing Customer,Blue,Graduate,Single
719059083,45,3,F,Less than $40K,33,5,1,6225.0,1596,4129,4629.0,71,0.256,Existing Customer,Blue,High School,Unknown
771529608,50,2,M,$120K +,38,5,6,10747.0,1027,4538,9720.0,63,0.096,Existing Customer,Blue,High School,Married
715776033,46,5,M,$60K - $80K,33,4,1,3135.0,0,4116,3135.0,68,0.0,Existing Customer,Blue,Uneducated,Single
778619358,42,3,F,Less than $40K,22,4,1,1438.3,860,4754,578.3,79,0.598,Existing Customer,Blue,Uneducated,Single
715717608,41,4,F,Less than $40K,32,4,3,3189.0,0,4813,3189.0,86,0.0,Existing Customer,Blue,Uneducated,Unknown
789204933,65,1,M,Less than $40K,55,3,2,8963.0,0,4511,8963.0,76,0.0,Existing Customer,Blue,Uneducated,Single
713591283,36,3,F,Unknown,23,6,6,2161.0,1404,4389,757.0,77,0.65,Existing Customer,Blue,Uneducated,Married
719344608,46,3,F,Less than $40K,27,6,3,3901.0,1001,4313,2900.0,72,0.257,Existing Customer,Blue,Graduate,Single
787659483,58,1,F,Less than $40K,48,4,2,1438.3,801,4223,637.3,60,0.557,Existing Customer,Blue,Doctorate,Married
822948708,42,3,F,Less than $40K,38,5,2,3131.0,849,3108,2282.0,62,0.271,Existing Customer,Blue,Uneducated,Divorced
710080383,38,2,F,$40K - $60K,36,6,2,2331.0,1709,4417,622.0,69,0.733,Existing Customer,Blue,Graduate,Single
715596783,29,1,F,Less than $40K,18,3,3,1895.0,1146,4333,749.0,72,0.605,Existing Customer,Blue,Uneducated,Married
798773208,46,4,F,Unknown,40,5,2,26496.0,1406,3691,25090.0,75,0.053,Existing Customer,Blue,Unknown,Divorced
721412208,57,2,F,Less than $40K,36,4,2,1438.3,904,3887,534.3,79,0.629,Existing Customer,Blue,High School,Married
708129933,45,4,F,Less than $40K,36,5,3,2072.0,1544,4210,528.0,64,0.745,Existing Customer,Blue,Graduate,Single
719703483,47,1,F,Less than $40K,37,6,3,2707.0,1367,4646,1340.0,73,0.505,Existing Customer,Blue,Doctorate,Divorced
708290208,43,3,F,Less than $40K,31,3,3,13608.0,1190,3118,12418.0,76,0.087,Existing Customer,Silver,High School,Married
710431158,52,3,F,Unknown,36,3,1,10273.0,1657,3778,8616.0,70,0.161,Existing Customer,Blue,Unknown,Single
816528333,64,0,F,Less than $40K,56,6,6,2609.0,1115,4546,1494.0,59,0.427,Existing Customer,Blue,High School,Single
778760808,52,2,F,Less than $40K,39,4,1,8431.0,1862,2008,6569.0,37,0.221,Existing Customer,Blue,Graduate,Married
718025808,61,0,M,$60K - $80K,51,6,3,5852.0,1935,3689,3917.0,55,0.331,Existing Customer,Blue,High School,Divorced
815860008,40,3,F,Less than $40K,35,5,2,3140.0,2183,5109,957.0,78,0.695,Existing Customer,Blue,Uneducated,Married
720135333,45,5,F,Less than $40K,34,5,1,8694.0,961,1753,7733.0,49,0.111,Existing Customer,Blue,Graduate,Single
821521983,51,3,F,Unknown,46,4,1,2286.0,1641,4321,645.0,89,0.718,Existing Customer,Blue,High School,Single
716961933,43,2,F,Less than $40K,36,5,2,3589.0,1808,4262,1781.0,70,0.504,Existing Customer,Blue,Graduate,Married
712834533,51,2,F,Less than $40K,39,5,2,2673.0,1275,4119,1398.0,75,0.477,Existing Customer,Blue,Unknown,Single
710544033,47,2,M,$80K - $120K,36,3,1,9437.0,2024,4715,7413.0,78,0.214,Existing Customer,Blue,Unknown,Married
710622333,39,2,F,$40K - $60K,28,3,2,2751.0,2258,4386,493.0,67,0.821,Existing Customer,Blue,High School,Single
714277758,40,1,M,$40K - $60K,28,6,2,11557.0,1050,4064,10507.0,75,0.091,Existing Customer,Blue,High School,Single
713166333,38,2,F,Unknown,27,5,2,14831.0,1302,4467,13529.0,73,0.088,Existing Customer,Blue,High School,Married
778284783,44,5,M,$60K - $80K,34,5,3,2791.0,1979,4617,812.0,70,0.709,Existing Customer,Blue,Unknown,Married
714721608,38,3,M,$120K +,29,4,3,9703.0,941,4190,8762.0,81,0.097,Existing Customer,Blue,Graduate,Single
716453883,47,5,M,$120K +,39,6,3,3889.0,1839,4423,2050.0,63,0.473,Existing Customer,Blue,Unknown,Single
713876958,32,0,F,Unknown,26,6,2,14140.0,845,5036,13295.0,76,0.06,Existing Customer,Blue,Unknown,Single
794967408,53,3,M,$80K - $120K,47,5,2,9106.0,975,3863,8131.0,74,0.107,Existing Customer,Blue,Post-Graduate,Married
718697583,45,3,M,$60K - $80K,36,6,3,19629.0,0,4073,19629.0,79,0.0,Existing Customer,Blue,Graduate,Divorced
711799458,41,4,M,$40K - $60K,36,3,1,6507.0,1452,4544,5055.0,89,0.223,Existing Customer,Blue,Graduate,Single
718005108,44,5,F,Less than $40K,34,4,1,2096.0,1711,3692,385.0,68,0.816,Existing Customer,Blue,College,Married
717877533,39,2,F,$40K - $60K,36,5,1,11314.0,0,3761,11314.0,70,0.0,Existing Customer,Blue,Graduate,Single
711883833,50,1,F,Less than $40K,37,6,1,1837.0,665,4752,1172.0,88,0.362,Existing Customer,Blue,Uneducated,Single
709627983,56,3,F,Less than $40K,36,4,3,2535.0,1699,4497,836.0,68,0.67,Existing Customer,Blue,Post-Graduate,Single
716580933,63,0,M,$40K - $60K,36,3,3,1970.0,1224,4533,746.0,65,0.621,Existing Customer,Blue,Uneducated,Single
713600958,50,1,M,$120K +,38,4,5,34516.0,2076,3647,32440.0,65,0.06,Existing Customer,Blue,Unknown,Married
772248408,40,3,F,Less than $40K,29,5,1,2694.0,1833,3366,861.0,56,0.68,Existing Customer,Blue,Graduate,Single
720196158,48,3,M,$60K - $80K,40,6,3,4476.0,0,3350,4476.0,67,0.0,Existing Customer,Blue,Unknown,Single
710912733,44,1,F,Less than $40K,36,3,2,1953.0,1762,4590,191.0,91,0.902,Existing Customer,Blue,Uneducated,Married
712860858,56,2,F,Unknown,45,5,1,5264.0,0,4943,5264.0,70,0.0,Existing Customer,Blue,Graduate,Unknown
797169633,41,4,M,$120K +,35,5,3,34516.0,825,3127,33691.0,51,0.024,Existing Customer,Blue,Graduate,Single
709922508,40,4,F,Less than $40K,28,4,1,2712.0,0,5207,2712.0,79,0.0,Existing Customer,Blue,Unknown,Married
712802733,45,4,F,Less than $40K,36,3,1,5486.0,685,2965,4801.0,70,0.125,Existing Customer,Blue,High School,Divorced
716981358,40,2,F,Less than $40K,32,3,3,2107.0,941,4858,1166.0,73,0.447,Existing Customer,Blue,Post-Graduate,Married
758787333,52,3,M,$120K +,45,4,1,18096.0,2404,3880,15692.0,68,0.133,Existing Customer,Blue,Uneducated,Unknown
717387933,49,2,F,Less than $40K,36,6,3,2976.0,2257,3837,719.0,57,0.758,Existing Customer,Blue,High School,Divorced
738195708,47,2,M,$80K - $120K,40,6,1,16741.0,1225,3608,15516.0,56,0.073,Existing Customer,Blue,Graduate,Divorced
708560733,42,3,F,Less than $40K,36,5,2,3714.0,2517,4715,1197.0,85,0.678,Existing Customer,Blue,Graduate,Divorced
768972558,43,5,M,$120K +,37,4,3,11099.0,0,3980,11099.0,77,0.0,Existing Customer,Blue,High School,Married
716899233,40,4,F,Less than $40K,20,6,4,15987.0,1965,4542,14022.0,70,0.123,Existing Customer,Gold,Graduate,Single
715567608,45,1,F,Less than $40K,35,4,4,4406.0,1247,3964,3159.0,76,0.283,Existing Customer,Blue,High School,Unknown
713264583,43,2,M,$120K +,23,3,3,34516.0,1153,4486,33363.0,71,0.033,Existing Customer,Silver,High School,Married
716769783,48,2,F,Unknown,40,3,2,5104.0,736,3943,4368.0,78,0.144,Existing Customer,Blue,Graduate,Married
716680983,41,3,F,Less than $40K,36,3,1,1956.0,1053,4924,903.0,70,0.538,Existing Customer,Blue,Doctorate,Married
715719033,38,3,F,Less than $40K,32,4,3,3317.0,2517,3772,800.0,74,0.759,Existing Customer,Blue,Post-Graduate,Married
788246958,44,2,F,Unknown,36,3,1,6038.0,0,4375,6038.0,81,0.0,Existing Customer,Blue,Graduate,Married
720419358,35,2,F,Less than $40K,36,3,2,2942.0,2100,4548,842.0,71,0.714,Existing Customer,Blue,Uneducated,Single
772545858,49,4,F,Less than $40K,39,4,2,5095.0,0,3808,5095.0,89,0.0,Existing Customer,Blue,Graduate,Married
771431133,47,4,F,Less than $40K,35,4,2,1438.3,0,3778,1438.3,69,0.0,Existing Customer,Blue,Graduate,Unknown
717800358,48,3,M,$80K - $120K,36,3,3,10111.0,868,4791,9243.0,68,0.086,Existing Customer,Blue,High School,Single
710626758,44,4,M,$60K - $80K,36,6,1,2761.0,0,3706,2761.0,65,0.0,Existing Customer,Blue,Uneducated,Unknown
718982058,37,3,M,$40K - $60K,36,5,2,5987.0,1405,4011,4582.0,72,0.235,Existing Customer,Blue,Graduate,Divorced
791822733,47,3,F,Unknown,41,5,1,5630.0,748,4904,4882.0,81,0.133,Existing Customer,Blue,High School,Single
718762308,35,1,F,Unknown,36,6,2,6622.0,2126,3668,4496.0,60,0.321,Existing Customer,Blue,Graduate,Single
